instance,row,col,x,y
u_spu26/node_437,32,126,0.9814814814814814,0.4629629629629629
u_spu26/node_438,36,127,0.9814814814814814,0.5
u_spu26/node_439,37,126,0.9814814814814814,0.537037037037037
u_spu26/node_440,40,123,0.9074074074074073,0.5740740740740741
u_spu26/node_441,42,123,0.9074074074074073,0.611111111111111
u_spu26/node_442,45,123,0.9074074074074073,0.6481481481481481
u_spu26/node_443,40,127,0.9444444444444443,0.5740740740740741
u_spu26/node_444,45,127,0.9444444444444443,0.6481481481481481
u_spu26/node_445,39,126,0.9814814814814814,0.5740740740740741
u_spu26/node_446,42,127,0.9814814814814814,0.611111111111111
u_spu26/node_447,44,126,0.9814814814814814,0.6481481481481481
u_spu26/node_448,47,95,0.6851851851851851,0.6851851851851851
u_spu26/node_449,50,95,0.6851851851851851,0.7222222222222222
u_spu26/node_450,52,95,0.6851851851851851,0.7592592592592592
u_spu26/node_451,47,100,0.7222222222222222,0.6851851851851851
u_spu26/node_452,52,100,0.7222222222222222,0.7592592592592592
u_spu26/node_453,47,104,0.7592592592592592,0.6851851851851851
u_spu26/node_454,50,104,0.7592592592592592,0.7222222222222222
u_spu26/node_455,52,104,0.7592592592592592,0.7592592592592592
u_spu26/node_456,54,95,0.6851851851851851,0.7962962962962962
u_spu26/node_457,56,95,0.6851851851851851,0.8333333333333331
u_spu26/node_458,59,95,0.6851851851851851,0.8703703703703702
u_spu26/node_459,54,100,0.7222222222222222,0.7962962962962962
u_spu26/node_460,59,100,0.7222222222222222,0.8703703703703702
u_spu26/node_461,54,104,0.7592592592592592,0.7962962962962962
u_spu26/node_462,56,104,0.7592592592592592,0.8333333333333331
u_spu26/node_463,59,104,0.7592592592592592,0.8703703703703702
u_spu26/node_464,61,95,0.6851851851851851,0.9074074074074073
u_spu26/node_465,63,95,0.6851851851851851,0.9444444444444443
u_spu26/node_466,62,94,0.6851851851851851,0.9814814814814814
u_spu26/node_467,61,100,0.7222222222222222,0.9074074074074073
u_spu26/node_468,63,100,0.7222222222222222,0.9814814814814814
u_spu26/node_469,61,104,0.7592592592592592,0.9074074074074073
u_spu26/node_470,63,104,0.7592592592592592,0.9444444444444443
u_spu26/node_471,62,103,0.7592592592592592,0.9814814814814814
u_spu26/node_472,47,109,0.7962962962962962,0.6851851851851851
u_spu26/node_473,50,109,0.7962962962962962,0.7222222222222222
u_spu26/node_474,52,109,0.7962962962962962,0.7592592592592592
u_spu26/node_475,47,114,0.8333333333333331,0.6851851851851851
u_spu26/node_476,52,114,0.8333333333333331,0.7592592592592592
u_spu26/node_477,47,119,0.8703703703703702,0.6851851851851851
u_spu26/node_478,50,119,0.8703703703703702,0.7222222222222222
u_spu26/node_479,52,119,0.8703703703703702,0.7592592592592592
u_spu26/node_480,61,109,0.7962962962962962,0.9074074074074073
u_spu26/node_481,63,109,0.7962962962962962,0.9444444444444443
u_spu26/node_482,62,108,0.7962962962962962,0.9814814814814814
u_spu26/node_483,61,114,0.8333333333333331,0.9074074074074073
u_spu26/node_484,63,114,0.8333333333333331,0.9814814814814814
u_spu26/node_485,61,119,0.8703703703703702,0.9074074074074073
u_spu26/node_486,63,119,0.8703703703703702,0.9444444444444443
u_spu26/node_487,62,118,0.8703703703703702,0.9814814814814814
u_spu26/node_488,47,123,0.9074074074074073,0.6851851851851851
u_spu26/node_489,50,123,0.9074074074074073,0.7222222222222222
u_spu26/node_490,52,123,0.9074074074074073,0.7592592592592592
u_spu26/node_491,47,127,0.9444444444444443,0.6851851851851851
u_spu26/node_492,52,127,0.9444444444444443,0.7592592592592592
u_spu26/node_493,46,126,0.9814814814814814,0.6851851851851851
u_spu26/node_494,50,127,0.9814814814814814,0.7222222222222222
u_spu26/node_495,51,126,0.9814814814814814,0.7592592592592592
u_spu26/node_496,54,123,0.9074074074074073,0.7962962962962962
u_spu26/node_497,56,123,0.9074074074074073,0.8333333333333331
u_spu26/node_498,59,123,0.9074074074074073,0.8703703703703702
u_spu26/node_499,54,127,0.9444444444444443,0.7962962962962962
u_spu26/node_500,59,127,0.9444444444444443,0.8703703703703702
u_spu26/node_501,53,126,0.9814814814814814,0.7962962962962962
u_spu26/node_502,56,127,0.9814814814814814,0.8333333333333331
u_spu26/node_503,58,126,0.9814814814814814,0.8703703703703702
u_spu26/node_504,61,123,0.9074074074074073,0.9074074074074073
u_spu26/node_505,63,123,0.9074074074074073,0.9444444444444443
u_spu26/node_506,62,122,0.9074074074074073,0.9814814814814814
u_spu26/node_507,61,127,0.9444444444444443,0.9074074074074073
u_spu26/node_508,63,127,0.9444444444444443,0.9814814814814814
u_spu26/node_509,60,126,0.9814814814814814,0.9074074074074073
u_spu26/node_510,62,126,0.9814814814814814,0.9444444444444443
u_spu26/node_511,63,126,0.9814814814814814,0.9814814814814814
